opid	operator	atype	remarks	phase_of_flt	ac_mass	num_engs	date	time_of_day	state	height	speed	effect	sky	species	birds_seen	birds_struck
BUS	BUSINESS	PA-60 600	BIRD STRUCK, PILOT DOES NOT BELIEVE ACFT WAS DAMAGED	Take-off run	2	2	6/8/1994 0:00:00	Day	OH	0	NA	None	Some Cloud	CANADA GOOSE	2-10	1
BUS	BUSINESS	PA-38 TOMAHAWK	NO APPARENT DAMAGE	Take-off run	1	1	6/8/1994 0:00:00	Day	FL	0	NA	None	Some Cloud	GULLS	2-10	1
UNK	UNKNOWN	UNKNOWN	DAY	NA	NA	NA	9/18/1992 0:00:00	NA	NJ	NA	NA	NA	Some Cloud	GULLS	NA	1
AAL	AMERICAN AIRLINES	MD-80	RT. SIDE READ COCKPIT WINDOW HIT. NO DAMAGE.	Climb	4	2	5/28/1994 0:00:00	Day	CA	100	165	None	No Cloud	UNKNOWN BIRD - SMALL	2-10	1
TWA	TRANS WORLD AIRLINES	DC-9-10	NO SIGNIFICANT DAMAGE	Climb	4	2	5/28/1994 0:00:00	Day	NC	20	145	None	No Cloud	UNKNOWN BIRD - MEDIUM	2-10	2-10
AAL	AMERICAN AIRLINES	MD-80	NO DAMAGE FOUND BY MAINT.	Take-off run	4	2	3/12/1995 0:00:00	Day	AL	0	150	None	No Cloud	HAWKS	NA	1
JAL	JAPAN AIRLINES	BE-90  KING	DENT IN LEADING EDGE LEFT WING.	Climb	2	2	2/17/1995 0:00:00	Day	CA	300	110	NA	Overcast	WHITE-TAILED KITE	NA	1
USA	US AIRWAYS	B-757-200	NOT SURE WHERE STRIKE OCCURRED ON A/C. HEARD AT LEAST 1 HIT.  NO  EVIDENC OF STRIKE FOUND.	Taxi	4	2	2/17/1995 0:00:00	Day	MD	0	135	None	Overcast	GULLS	11-100	1
USA	US AIRWAYS	MD-80	NA	Climb	4	2	10/20/1994 0:00:00	Dusk	NC	500	180	None	Some Cloud	UNKNOWN BIRD - SMALL	2-10	1
USA	US AIRWAYS	DC-9	NA	Take-off run	4	2	6/7/1995 0:00:00	Night	PA	0	100	None	Overcast	UNKNOWN BIRD - SMALL	NA	1
ASQ	ATLANTIC SOUTHEAST	EMB-120	RED FEATHERS	Climb	3	2	1/13/1995 0:00:00	Day	NC	600	190	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
UAL	UNITED AIRLINES	B-727	FLT 380	Landing Roll	4	3	7/9/1994 0:00:00	Day	NY	0	130	None	No Cloud	GULLS	NA	1
HAL	HAWAIIAN AIR	DC-9-50	NA	Landing Roll	4	2	5/30/1992 0:00:00	Day	HI	0	95	None	Some Cloud	ZEBRA DOVE	NA	1
COA	CONTINENTAL AIRLINES	B-737-300	NA	Climb	4	2	4/18/1995 0:00:00	Night	OH	200	NA	Precautionary Landing	Some Cloud	CANADA GOOSE	2-10	1
SDU	WESTAIR COMMUTER	BA-31 JETSTR	NO DAMAGE.  BIRD REMNANTS CLEANED BY COMPANY MAINT @ SFO.	Take-off run	2	2	7/12/1993 0:00:00	Dusk	CA	0	104	None	No Cloud	SWALLOWS	11-100	1
AAL	AMERICAN AIRLINES	MD-82	DURING RAINY NIGHT APCH, CAPT SAW WHITE FLASH PASS L WINDOW &  HEARD IMPACT. NO ENG VARIATION. MAINT REPTD NO DAMAGE AFTER  INSPN.	Approach	4	2	11/19/1992 0:00:00	Night	OK	400	140	None	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
AAL	AMERICAN AIRLINES	B-727-200	NO INDICATION ON INSTMNTS. NO DAMAGE APPARENT. SKIN & #3 ENG  INSPCTD BY MECH.	Approach	4	3	4/23/1992 0:00:00	Night	LA	2000	180	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
JIA	PSA AIRLINES	BA-31 JETSTR	PILOT REPTD BIRD STRIKE ON WINDSCREEN DURING ILS APPCH @ 0317Z	Descent	2	2	10/30/1992 0:00:00	Night	IL	NA	NA	None	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
BVN	BARON AVIATION SERVICES	C-208	DEBRIS ON PROP & NOSE, BI DANAGE.	Landing Roll	2	1	9/5/1991 0:00:00	Day	NE	0	65	NA	Some Cloud	BARN SWALLOW	NA	1
BTA	EXPRESSJET (CONTINENTAL EXPRS)	EMB-120	BIRD STRIKE TAKEN IN CENTER WINDSHIELD POST, VERTICAL & HORIZ  STAB. INITIAL INSPN INDICATED BENT RH WINDSHLD WIPER, DAMAGED  VERTICAL STAB DEICE BOOT, SOME SHEET METAL DAMAGE ON TAIL.	Climb	3	2	12/15/1990 0:00:00	Night	TX	2900	180	None	Some Cloud	UNKNOWN BIRD - LARGE	NA	1
BUS	BUSINESS	IAI-1124	NO DAMAGE TO A/C	Take-off run	3	2	3/10/1994 0:00:00	Day	AR	0	NA	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
SWA	SOUTHWEST AIRLINES	B-737-200	NO DAMAGE.	Approach	4	2	9/6/1994 0:00:00	Night	IL	5000	180	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
SWA	SOUTHWEST AIRLINES	B-737-300	SMALL DUCK	Climb	4	2	4/29/1994 0:00:00	Day	CA	50	150	None	No Cloud	DUCKS	NA	1
FLG	PINNACLE (FORMERLY EXPSAIRL 1)	BA-31 JETSTR	NA	Approach	2	2	4/14/1995 0:00:00	Night	LA	300	120	None	No Cloud	UNKNOWN BIRD	NA	1
BUS	BUSINESS	UNKNOWN	ASRS RECVD RPT FROM A COMMUTER AIRLINE CAPT. IDENTIFYING A  SAFETY HAZARD CAUSED BY DEER ON ACTIVE RWY. WHILE LANDING ON R17  AT NIGHT & DECELERATING, THEY SAW "..2 DEER COME INTO VIEW OF  OUR LIGHTS. THE 1ST DEER WAS ON THE RT SIDE OF THE CENTERLINE &  CONTD OFF THE PAVEMENT.  THE 2ND STARTED ON THE L EDGE,  HESITATED, THEN MADE AN EFFORT TO CROSS.  I FELT A JOLT ON THE L SIDE OF THE AIRCRAFT..." AC DAMAGE TO LEFT PROP. THE AFD  PUBL. SHOULD INCLUDE A NOTATION ADVISING PILOTS OF DEER.	Landing Roll	NA	NA	10/14/1992 0:00:00	Night	TX	0	NA	Other	NA	WHITE-TAILED DEER	2-10	1
USA	US AIRWAYS	B-737-300	FAN BLADE DAMAGE TO #1 ENG. COST UNKN.	Take-off run	4	2	10/17/1995 0:00:00	Day	PA	0	145	Precautionary Landing	No Cloud	DUCKS	NA	1
USA	US AIRWAYS	B-737-400	NO DAMAGE FROM BIRD INGESTION.	Descent	4	2	11/15/1994 0:00:00	Day	NC	NA	NA	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
DAL	DELTA AIR LINES	B-737-300	LARGE BROWN BIRD, GOOSE OR GULL. 3 HAND SIZED DENTS AT JUNCTURE  OF RADOME & FUSELAGE.	Approach	4	2	6/9/1992 0:00:00	Day	UT	8000	190	None	No Cloud	CANADA GOOSE	NA	1
AAL	AMERICAN AIRLINES	FK-28-1000	NO DAMAGE. FLT 274.	Take-off run	4	2	6/9/1992 0:00:00	Day	FL	0	110	Aborted Take-off	Some Cloud	GULLS	2-10	1
NWA	NORTHWEST AIRLINES	A-320	SEVERAL LARGE PIECES OF "BUZZARD" WERE NOTED IN FAN BLADES, A  SECOND BUZZARD AND PARTS OF IT WERE REMOVED FROM RY.	Landing Roll	4	2	1/1/1994 0:00:00	Day	FL	0	120	None	Overcast	VULTURES	2-10	2-10
SWJ	STATESWEST AIRLINES	BE-1900	HAZE. FLT4952. NO DAMAGE.	Climb	3	2	8/3/1992 0:00:00	Day	CA	500	NA	NA	NA	UNKNOWN BIRD	NA	1
BLR	ATLANTIC COAST AIRLINES	BA-31 JETSTR	NO DAMAGE.	Descent	2	2	9/28/1994 0:00:00	Night	VA	7000	230	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
BLR	ATLANTIC COAST AIRLINES	BA-31 JETSTR	BIRD STRUCK PROP BLADE THEN WING ROOF. NO DAMAGE, JUST BLOOD.	Take-off run	2	2	9/28/1994 0:00:00	Dawn	NY	0	110	None	Overcast	SANDPIPERS	NA	1
COA	CONTINENTAL AIRLINES	B-737-300	CO 1590 REPORTED THAT BIRD BOUNCED OFF NOSE AND THINKS IT WENT  OVER A/C. RY INSPECTION FOUND NO EVIDENCE OF STRIKE.	Take-off run	4	2	5/7/1995 0:00:00	Day	OH	0	NA	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
COA	CONTINENTAL AIRLINES	B-737-100	FLT 1202 WAS HIT BY 3 GULLS. NO EFFECT ON FLT. CONT. OPS WERE  NOT ABLE TO FIND LOCATION OF BIRD STRIKE ON A/C.	Take-off run	4	2	7/18/1996 0:00:00	Day	VA	0	95	None	Some Cloud	GULLS	2-10	2-10
IAS	INTL AIR SERVICE	BE-90  KING	SMALL RIP TO LE DE-ICE BOOT & SMALL CRACK IN LE RT WING.	Climb	2	2	12/30/1991 0:00:00	Day	CA	600	130	NA	Some Cloud	UNKNOWN BIRD - MEDIUM	NA	2-10
BUS	BUSINESS	MERLIN III	HIT FLOCK, 1 BIRD INGESTED IN L ENG., UNKN AMOUNT OF DAMAGE.  NO  TIME TO EVADE BIRDS AFTER THEY WERE SEEN.	Landing Roll	2	2	9/22/1994 0:00:00	Day	ND	0	100	NA	No Cloud	UNKNOWN BIRD - MEDIUM	2-10	2-10
BUS	BUSINESS	DHC5	RIGHT LANDING GEAR HIT 2 GEESE.  PILOT UNAWARE OF DAMAGE AT THIS  TIME.	Landing Roll	3	2	5/18/1994 0:00:00	Day	NJ	0	118	None	Overcast	CANADA GOOSE	NA	2-10
BLR	ATLANTIC COAST AIRLINES	BA-41 JETSTR	NA	Landing Roll	3	2	7/22/1994 0:00:00	Day	NH	0	NA	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
UNK	UNKNOWN	C-172	NA	Approach	1	1	7/22/1994 0:00:00	Day	FL	300	90	None	Some Cloud	UNKNOWN BIRD - MEDIUM	NA	1
USA	US AIRWAYS	B-737-300	#2 ENG COMPRESSOR BLADES BENT.  WILL COST MIN OF $20,000. 3 DEAD  EGRETS.	Take-off run	4	2	1/23/1993 0:00:00	Day	FL	0	95	Aborted Take-off	Some Cloud	EGRETS	11-100	2-10
AAL	AMERICAN AIRLINES	MD-80	FLT 1278. SAW 20 HIT 2.	Approach	4	2	8/27/1994 0:00:00	Dusk	NC	200	130	None	Some Cloud	UNKNOWN BIRD - SMALL	11-100	2-10
UPS	UPS AIRLINES	B-727	NA	En Route	4	3	10/22/1992 0:00:00	Night	KY	8000	230	None	No Cloud	UNKNOWN BIRD	NA	1
USA	US AIRWAYS	FK-100	HIT ON LANDING FLARE	Approach	4	2	8/15/1991 0:00:00	Night	NY	10	131	None	NA	UNKNOWN BIRD - MEDIUM	NA	1
BUS	BUSINESS	BE-200 KING	DENT IN NOSE & SHATTERED PILOT'S WINDSHIELD.  DECLARED EMERGENCY.	Descent	2	2	8/14/1991 0:00:00	Day	NY	15000	230	NA	Overcast	UNKNOWN BIRD - LARGE	NA	1
AAL	AMERICAN AIRLINES	MD-80	NA	Approach	4	2	3/18/1994 0:00:00	Day	TX	300	145	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
SWA	SOUTHWEST AIRLINES	B-737-300	NA	Landing Roll	4	2	3/30/1994 0:00:00	Day	CA	0	60	None	No Cloud	HAWKS	NA	1
PVT	PRIVATELY OWNED	C-150	THREE BIRDS WERE SEEN. NO STRUCTURAL DAMAGE.	Climb	1	1	3/30/1995 0:00:00	Day	MI	100	75	Precautionary Landing	Overcast	GULLS	2-10	1
PVT	PRIVATELY OWNED	C-152	HIT WING STRUT. NO INJURIES OR DAMAGE. TIME = 1015LCL	Climb	1	1	12/11/1993 0:00:00	Day	FL	50	65	Precautionary Landing	No Cloud	RED-TAILED HAWK	NA	1
SWA	SOUTHWEST AIRLINES	B-737-200	NO DAMAGE/INJURY.	Approach	4	2	10/18/1991 0:00:00	Day	TX	3000	160	NA	No Cloud	UNKNOWN BIRD - SMALL	NA	1
SWA	SOUTHWEST AIRLINES	B-737-300	NO DAMAGE	Descent	4	2	8/20/1990 0:00:00	Night	TX	10000	250	NA	No Cloud	UNKNOWN BIRD - SMALL	NA	1
NWA	NORTHWEST AIRLINES	B-747	POSSIBLE CRACKED RADOME & CRACKED WINDSHLD. TIME = 1941EDT. A/C  RETD BOSTON DUE TO CRACKED WINDSHIELD, LANDING AT 0018EDT, W/O  INCIDENT.  FLT38.	Climb	4	4	7/3/1994 0:00:00	Day	MA	50	164	Precautionary Landing	No Cloud	GULLS	NA	1
EGF	AMERICAN EAGLE AIRLINES	ATR-42	NA	Approach	3	2	3/27/1994 0:00:00	Day	MS	40	120	None	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
USA	US AIRWAYS	DC-9	NA	Landing Roll	4	2	12/28/1994 0:00:00	Day	VA	0	120	None	No Cloud	UNKNOWN BIRD - LARGE	NA	1
AAL	AMERICAN AIRLINES	B-727	STRIKE OCCURED ON SHORT FINAL. NO DAMAGE REPTD. TIME = 2215Z.	Approach	4	3	8/24/1993 0:00:00	Day	OK	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
ABX	ABX AIR (was AIRBORNE EXPRESS)	DC-8-62	NA	NA	4	4	10/13/1993 0:00:00	Night	NA	NA	NA	None	NA	UNKNOWN BIRD	NA	1
USA	US AIRWAYS	B-737-300	NA	Climb	4	2	8/30/1992 0:00:00	Day	PA	100	160	None	Some Cloud	BLACKBIRDS	NA	2-10
UAL	UNITED AIRLINES	B-737-200	NA	Take-off run	4	2	8/10/1993 0:00:00	Day	LA	0	NA	None	No Cloud	DOVES	NA	1
PVT	PRIVATELY OWNED	C-421	NA	Take-off run	2	2	3/31/1994 0:00:00	Day	WV	0	NA	None	Overcast	GULLS	NA	1
GOV	GOVERNMENT	C-185 SKYWAG	DENT IN LEADING EDGE RIGHT WING.	En Route	1	1	9/29/1994 0:00:00	Night	GA	2500	140	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
USA	US AIRWAYS	B-737	NA	Descent	4	2	9/10/1992 0:00:00	Night	VA	3400	220	None	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
BUS	BUSINESS	C-152	REPTD A SMALL BIRD STRIKE & NO APPARENT DAMAGE. TIME = 2052Z.	Climb	1	1	12/6/1991 0:00:00	Day	WA	NA	NA	NA	NA	UNKNOWN BIRD - SMALL	NA	1
AIP	ALPINE AIR	PA-28	FLT 601. TIME = 0013Z.  A/C REPTD NO DAMAGE & CONTD TO DEST.	Climb	1	1	9/28/1993 0:00:00	Day	UT	NA	NA	None	NA	UNKNOWN BIRD - MEDIUM	NA	1
BUS	BUSINESS	CITATION II	WINDSHIELD, BLEEDAIR SHROUD, RAIN REMOVAL DOOR DESTROYED.	Climb	3	2	1/28/1994 0:00:00	Day	FL	400	190	None	Overcast	TURKEY VULTURE	2-10	1
UAL	UNITED AIRLINES	B-737	NO DAMAGE.FLT 1682	Take-off run	4	2	6/26/1994 0:00:00	Dawn	UT	0	NA	None	NA	UNKNOWN BIRD	NA	1
AAL	AMERICAN AIRLINES	B-727-200	STRUCK CAPT'S WINDSHLD WITH LOUD BANG. FOUND RED TIP FEATHER.	Approach	4	3	7/27/1992 0:00:00	Night	TX	800	160	None	No Cloud	HAWKS	NA	1
DAL	DELTA AIR LINES	B-727	FLT 975	Approach	4	3	9/15/1991 0:00:00	Dawn	GA	150	130	None	No Cloud	BLACKBIRDS	2-10	2-10
AAL	AMERICAN AIRLINES	MD-80	NO DAMAGE/INJURY. TIME = 0918 LCL.	Landing Roll	4	2	4/25/1991 0:00:00	Day	CO	0	131	NA	Overcast	EUROPEAN STARLING	NA	1
AAL	AMERICAN AIRLINES	MD-80	FLT 1688	Approach	4	2	5/20/1991 0:00:00	Day	TN	200	140	None	Overcast	BLACKBIRDS	NA	1
UNK	UNKNOWN	UNKNOWN	DAY. FOUND BIRD ON RWY 4/22 AT INTERSCTN OF TWY B.  BIRD BAGGED &  TAGGED BY USDA/ADC INSPCTR.	NA	NA	NA	7/29/1993 0:00:00	NA	NJ	NA	NA	NA	Overcast	BARN SWALLOW	NA	1
BUS	BUSINESS	C-172	NO DAMAGE.	Climb	1	1	9/21/1990 0:00:00	Night	CO	NA	NA	NA	Some Cloud	UNKNOWN BIRD	NA	1
ASI	AEROSUN INTL	MERLIN IV	STRUCK A FLOCK, ASSUME 2-10. NO DAMAGE/INJURY.	Climb	2	2	7/10/1991 0:00:00	Day	CT	20	105	NA	Overcast	GULLS	2-10	2-10
ASA	ALASKA AIRLINES	B-737	STRUCK AN EAGLE WHILE LANDING.  NO DAMAGE TO A/C, JUST THE  EAGLE. TIME ABOUT 1700 LCL. REPTD AS EAGLE, ASSUME BALD.	Landing Roll	4	2	8/17/1991 0:00:00	Day	AK	0	NA	NA	NA	BALD EAGLE	NA	1
UNK	UNKNOWN	UNKNOWN	1 GULL WAS FOUND IN SEVERAL PIECES ON RWY 4L-22R 106' S OF TXY B	NA	NA	NA	8/28/1992 0:00:00	NA	NJ	NA	NA	None	NA	GULLS	NA	1
BUS	BUSINESS	PA-28	NO DAMAGE. TIME = 1932Z.	Climb	1	1	5/12/1991 0:00:00	Day	CT	300	70	NA	NA	GULLS	NA	1
AMT	ATA AIRLINES (AMERICAN TRANS A	B-757-200	LEFT ENG. CENTER FAN AREA STRUCK. PERFORMED BIRD STRIKE INSPN, NO  DAMAGE.	Approach	4	2	8/15/1994 0:00:00	Day	NA	NA	NA	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
USA	US AIRWAYS	B-737-300	NA	Landing Roll	4	2	9/9/1994 0:00:00	Day	ON	0	130	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
USA	US AIRWAYS	B-737-200	NA	Approach	4	2	11/20/1991 0:00:00	Day	NY	50	130	None	No Cloud	GULLS	NA	1
UNK	UNKNOWN	UNKNOWN	DAY	NA	NA	NA	3/27/1995 0:00:00	NA	IL	NA	NA	NA	Overcast	UNKNOWN BIRD - SMALL	NA	1
PVT	PRIVATELY OWNED	BE-35	FLAP DAMAGED. PILOT = THOMAS PELZ, 403 WEST CARSON, CARSON  CITY, MI  48811.	Landing Roll	1	1	3/29/1994 0:00:00	Night	MI	0	NA	None	Some Cloud	WHITE-TAILED DEER	NA	1
BUS	BUSINESS	BE-90  KING	ALL A/C LIGHTS, INCLUDING STROBES & PULSING RECOGNITION LIGHTS WERE ON.  BIRDS ROSE NEAR & ON RUNWAY AS A/C WAS LIFTING OFF.   STRUCK AT LEAST 4 BIRDS.  ONE STRIKE EACH WINDSHIELD, ONE WITH RT  PROP & ONE 3' IN FROM RT WING TIP.  DAMAGE = DENT IN RT WING LE.	Climb	2	2	3/29/1994 0:00:00	Dawn	PA	5	100	None	Overcast	GULLS	11-100	2-10
AAL	AMERICAN AIRLINES	B-757-200	NORMAL LANDING FOLLOWED. NO APPARENT DAMAGE NOTED ON POSTFLIGHT.  MAINT. NOTIFIED FOR BIRD STRIKE INSPECTION.	Approach	4	2	8/29/1995 0:00:00	Night	DC	3500	230	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
DAL	DELTA AIR LINES	B-767	REPORTED A BIRD STRIKE. CONTINUED ON COURSE. NO KNOWN DAMAGE.	NA	4	2	3/10/1994 0:00:00	Night	TX	NA	NA	None	NA	UNKNOWN BIRD	NA	1
NWA	NORTHWEST AIRLINES	A-320	TIME = 0436Z. 1 MILE FINAL.  NO DAMAGES OR INJURIES REPTD. LANDED  W/O INCIDENT. FLT 179.	Approach	4	2	10/15/1993 0:00:00	Night	WA	NA	NA	None	NA	UNKNOWN BIRD	NA	1
AAL	AMERICAN AIRLINES	B-727	FLT 1660	Landing Roll	4	3	6/19/1994 0:00:00	Day	TX	0	100	None	No Cloud	MOURNING DOVE	2-10	1
BTA	EXPRESSJET (CONTINENTAL EXPRS)	ATR-42	BIRD WAS PIGEON-LIKE	Take-off run	3	2	6/19/1994 0:00:00	Day	NY	0	NA	None	No Cloud	PIGEONS, DOVES	NA	1
PVT	PRIVATELY OWNED	PA-28	CRACKED WINDSHIELD.	Landing Roll	1	1	8/12/1994 0:00:00	Night	FL	0	NA	None	Some Cloud	UNKNOWN BIRD	NA	1
ACA	AIR CANADA	DC-9	BIRD FOUND ON RWYY, STILL ALIVE ONE WING BROKEN.	Approach	4	2	9/11/1991 0:00:00	Day	NY	30	132	None	No Cloud	GULLS	NA	1
AAL	AMERICAN AIRLINES	B-727-200	STRUCK L1 WINDOW, NO DAMAGE	Climb	4	3	9/11/1991 0:00:00	Day	NY	45	150	None	Some Cloud	GULLS	NA	1
BUS	BUSINESS	C-172	DEPRESSION IN UPPER LEADING EDGE AND NOSE RIB	Approach	1	1	12/23/1991 0:00:00	Dusk	MI	1900	105	Precautionary Landing	Some Cloud	CANADA GOOSE	2-10	1
BTA	EXPRESSJET (CONTINENTAL EXPRS)	ATR-42	FLT 3719-  MINOR DAMAGE. ARFF RESPONDED & A/C TAXIED TO RAMP.	Take-off run	3	2	3/30/1995 0:00:00	NA	OR	0	NA	None	NA	UNKNOWN BIRD - SMALL	NA	1
UAL	UNITED AIRLINES	B-737-300	SAW PHEASANT ON LANDING ROLL.  POST FLIGHT INSPN REVEALED SEVERAL  BIRDS HAD PASSED THRU #1 ENG CORE.  BIRD EVIDENCE ON L FLAP.   CHANGED A/C TO CONTINUE FLT.	Landing Roll	4	2	12/15/1991 0:00:00	Night	CA	0	115	None	Overcast	RING-NECKED PHEASANT	NA	2-10
BUS	BUSINESS	C-177	DAMAGE TO RT WING TIP & FUEL TANK	Take-off run	1	1	3/5/1994 0:00:00	Day	FL	0	NA	Precautionary Landing	No Cloud	UNKNOWN BIRD - LARGE	NA	1
SDU	WESTAIR COMMUTER	BA-31 JETSTR	DURING FLARE, A SMALL LIGHT BROWN BIRD WAS INGESTED INTO L ENG &  DAMAGED THE COMPRESSOR.  L ENG MADE A CONTINUOUS HIGHER  PITCHED WHINE SOUND & RAN ABOUT 30 DEGREES C HOTTER.  WE TAXIED  IN & SHUT DOWN BOTH ENGINES.	Approach	2	2	3/5/1994 0:00:00	Day	CA	10	105	None	Some Cloud	UNKNOWN BIRD - SMALL	2-10	1
AAL	AMERICAN AIRLINES	B-727	NO DAMAGE	Landing Roll	4	3	9/23/1992 0:00:00	Day	MD	0	120	None	No Cloud	HAWKS	NA	1
UNK	UNKNOWN	UNKNOWN	NA	NA	NA	NA	9/9/1995 0:00:00	NA	NJ	NA	NA	NA	NA	AMERICAN KESTREL	NA	1
SWA	SOUTHWEST AIRLINES	B-737-500	NO DAMAGE.	Take-off run	4	2	7/24/1993 0:00:00	Day	TN	0	130	None	No Cloud	UNKNOWN BIRD - SMALL	2-10	2-10
AAL	AMERICAN AIRLINES	FK-100	NA	Climb	4	2	9/3/1994 0:00:00	Day	IA	50	130	None	Some Cloud	EUROPEAN STARLING	NA	1
UPS	UPS AIRLINES	B-757-200	NA	Climb	4	2	1/18/1995 0:00:00	Night	CA	2000	180	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
SWA	SOUTHWEST AIRLINES	B-737-300	INGESTED A GREATER CAGO. BIRD ID BY ROXIE 2 SMITHSONIAN. ENG SHUT  DOWN & A/C TAXIED TO GATE. DAMAGE VISIBLE TO 9 FAN BLADES. BLADES  FRAGMENTED. CORE INGESTION. MAINT CREW FROM PHOENIX BORESCOPED &  REPLACED ENG. A/C BACK IN SERVICE 3/29/92	Landing Roll	4	2	3/27/1992 0:00:00	Day	CA	0	90	Engine Shut Down	Overcast	CANADA GOOSE	2-10	1
UPS	UPS AIRLINES	B-727	NO KNOWN DAMAGE	Climb	4	3	5/3/1995 0:00:00	Night	TN	6300	120	None	Some Cloud	UNKNOWN BIRD - MEDIUM	NA	1
AMW	AIR MIDWEST	BE-1900	NO DAMAGE. WINDSHIELD CLEANED & RETD TO SERVICE.	Climb	3	2	10/19/1994 0:00:00	Night	KS	6500	200	Precautionary Landing	No Cloud	UNKNOWN BIRD - SMALL	NA	1
UAL	UNITED AIRLINES	B-737-300	4 FAN BLADES DAMAGED #2 ENG. #1 ENG HAD NO DAMGAE BUT BOTH  ENGS HAD INCREASED VIBRATION.	Landing Roll	4	2	9/24/1994 0:00:00	Day	MO	0	NA	None	Overcast	GULLS	2-10	2-10
DAL	DELTA AIR LINES	MD-88	NO INJURIES.  INGESTED BIRD IN #1 ENG ON T/O & ABORTED.  BLEW 3  OF 4 MAIN GEAR TIRES WHILE ABORTING. PAX DEPLANED, BUSSED TO  TERMINAL. A/C ON TAXIWAY.  137 PASSENGERS, 6 CREW.  CAUSED  COMPRESSOR STALL ENGINE 1.  UNSURE OF DAMAGE. T/O ABORTED  SUCCESSFULLY. LOUD BANG FROM ENG AND A/C YAWED TO LEFT. BRAKES  LOCKED UP SO WE WERE UNABLE TO TAXI.	Take-off run	4	2	6/2/1994 0:00:00	Day	AL	0	125	Aborted Take-off	Some Cloud	UNKNOWN BIRD - SMALL	2-10	1
DAL	DELTA AIR LINES	B-727	NA	Landing Roll	4	3	7/14/1994 0:00:00	Day	GA	0	100	None	Overcast	CROWS	NA	1
UAL	UNITED AIRLINES	B-727	FLT 430.	Landing Roll	4	3	6/5/1993 0:00:00	Night	MO	0	127	None	Some Cloud	UNKNOWN BIRD - MEDIUM	NA	1
AAL	AMERICAN AIRLINES	FK-100	NA	Take-off run	4	2	8/14/1994 0:00:00	Day	IL	0	121	None	Some Cloud	UNKNOWN BIRD - MEDIUM	11-100	2-10
SWA	SOUTHWEST AIRLINES	B-737-300	NO DAMAGE.	Approach	4	2	1/12/1994 0:00:00	Night	CA	1275	180	None	Overcast	DUCKS	NA	1
DAL	DELTA AIR LINES	MD-80	NO DAMAGE/INJURY. FLT 680.	Landing Roll	4	2	7/10/1991 0:00:00	Day	VA	0	140	NA	Some Cloud	SPARROWS	NA	1
BUS	BUSINESS	C-172	NO DAMAGE/INJURY.	Take-off run	1	1	7/10/1991 0:00:00	Night	CT	0	55	NA	Some Cloud	GULLS	NA	1
UNK	UNKNOWN	PA-23-250	NO DAMAGE/INJURY.	Landing Roll	2	2	7/7/1991 0:00:00	Day	CT	0	70	NA	NA	GULLS	NA	1
AAL	AMERICAN AIRLINES	MD-82	NA	Approach	4	2	9/5/1991 0:00:00	Day	TX	400	150	None	No Cloud	BLACKBIRDS	NA	1
AAL	AMERICAN AIRLINES	MD-82	NO APPARENT DAMAGE.	Approach	4	2	8/15/1991 0:00:00	Day	DC	300	140	None	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
AAL	AMERICAN AIRLINES	MD-80	FLT 551.  DAMAGE UNKNOWN. TIME = 1835.	Take-off run	4	2	6/15/1994 0:00:00	Day	PA	0	NA	NA	No Cloud	UNKNOWN BIRD	NA	1
MEP	MIDWEST AIRLINES	DC-9-30	NA	Approach	4	2	2/5/1995 0:00:00	Day	FL	10	130	None	Some Cloud	GREAT BLUE HERON	NA	1
MTN	MOUNTAIN AIR CARGO	FOKKER-F27	ABOVE INFORMATION DELAYED PILOT DID NOT CALL THE CONTROL TOWER AS  REQUESTED	Landing Roll	3	2	4/7/1994 0:00:00	Day	NJ	0	NA	None	NA	MALLARD	NA	1
UPS	UPS AIRLINES	DC-8-70	HEIGHT 3000' OVER MTS. NO DAMAGE. DID NOT SEE ANYTHING UNTIL WE  HEARD THE BIRD STRIKE. IT LEFT A 6" DIAMETER CIRCLE OF BLOOD &  FEATHERS ON CAPT'S SLIDING WINDOW. THE HEATED IMPACT RESISTANT  WORKED!	Descent	4	4	10/6/1992 0:00:00	Night	UT	3000	250	None	Some Cloud	UNKNOWN BIRD - MEDIUM	NA	1
