name	state	pop2000	pop2010	fed_spend	poverty	homeownership	multiunit	income	med_income
St. James Parish	Louisiana	21216	22102	7.87403854854764	13.6	83.8	7.6	22509	51725
St. John the Baptist Parish	Louisiana	43044	45924	6.24039717794617	15.5	77.9	8.8	20842	47666
St. Landry Parish	Louisiana	87700	83384	10.0763815600115	28.3	71.2	9.3	17839	31813
St. Martin Parish	Louisiana	48583	52160	6.26583588957055	16.9	79.6	5	20687	41302
St. Mary Parish	Louisiana	53500	54650	11.4974748398902	21	70.1	11.5	20057	40431
St. Tammany Parish	Louisiana	191268	233740	5.83858132968255	9.4	80.4	11	29282	60866
Tangipahoa Parish	Louisiana	100588	121097	7.66693642286762	22.5	68.6	13.7	19788	38957
Tensas Parish	Louisiana	6618	5252	16.5746382330541	32.4	60.1	3.6	15218	27157
Terrebonne Parish	Louisiana	104503	111860	7.49698730556052	17.4	74	11.2	22931	48437
Union Parish	Louisiana	22803	22721	8.56515998415563	22	81	5.7	20375	38930
Vermilion Parish	Louisiana	53807	57999	7.20429662580389	17.2	75.7	5	21389	42693
Vernon Parish	Louisiana	52531	52334	35.6460618336072	15	56.3	24.8	20191	42554
Washington Parish	Louisiana	43926	47168	10.1141663839891	26.1	74.4	6.5	17120	30363
Webster Parish	Louisiana	41831	41207	9.42123910985998	21.5	67.5	9.6	19254	35999
West Baton Rouge Parish	Louisiana	21601	23788	17.9751135026064	16	73.6	8.4	22101	47298
West Carroll Parish	Louisiana	12314	11604	10.8769389865564	23	73.7	3.2	16462	33901
West Feliciana Parish	Louisiana	15111	15625	4.003264	13	71.1	8.7	18118	43411
Winn Parish	Louisiana	16894	15313	9.51387709789068	23.7	76.7	6.1	15833	32039
Androscoggin County	Maine	103793	107702	8.19274479582552	14.3	67.9	30.6	22752	44470
Aroostook County	Maine	73938	71870	12.5687908724085	15.4	72.1	17.5	20251	36574
Cumberland County	Maine	265612	281674	8.57987957709977	10.5	68.5	26.9	31041	55658
Franklin County	Maine	29467	30768	6.98511440457618	15.5	74.7	14.7	20838	39831
Hancock County	Maine	51791	54418	10.1023925906869	11.5	76	8.2	26876	47533
Kennebec County	Maine	117114	122151	17.5985460618415	12.5	72.4	22.4	24656	45973
Knox County	Maine	39618	39736	8.94075900946245	12.5	77.7	13.3	25291	45264
Lincoln County	Maine	33616	34457	8.2237861682677	10.8	85.7	6.5	28003	47678
Oxford County	Maine	54755	57833	7.88224715992599	13.2	79.1	14.8	21254	39748
Penobscot County	Maine	144919	153923	10.078831623604	15.7	70.5	21.1	22977	42658
Piscataquis County	Maine	17235	17535	9.96447105788423	16.2	77.9	8.7	19870	34016
Sagadahoc County	Maine	35214	35293	28.60553084181	8.8	76.5	14.5	26983	55486
Somerset County	Maine	50888	52228	8.73560159301524	18.4	77	11.1	20709	36647
Waldo County	Maine	36280	38786	7.87755891300985	14.6	79.3	9.1	22213	41312
Washington County	Maine	33941	32856	14.8835524713903	19.8	76.2	8	19401	34859
York County	Maine	186742	197131	8.21665795841344	8.5	75.2	22.4	27137	55008
Allegany County	Maryland	74930	75087	13.0477978877835	14.5	70.8	20.1	20764	37747
Anne Arundel County	Maryland	489656	537656	15.0791695805496	5.3	75.7	17.3	38660	83456
Baltimore County	Maryland	754292	805029	10.8900288064157	8.1	67	28.2	33719	63959
Calvert County	Maryland	74563	88737	6.61344196896447	4.4	85	5.8	36323	90838
Caroline County	Maryland	29772	33066	12.7825258573762	11.5	75.8	9.4	24294	58799
Carroll County	Maryland	150897	167134	6.69106226141898	5.3	83.9	11.9	33938	81621
Cecil County	Maryland	85951	101108	7.35662855560391	9	74.7	12.3	28640	64886
Charles County	Maryland	120546	146551	9.61037454538011	5.2	81.1	9.8	35780	88825
Dorchester County	Maryland	30674	32618	12.582899012815	13.4	71.1	13.7	25139	45151
Frederick County	Maryland	195277	233385	13.7351457891467	4.8	76.8	16.7	35172	81686
Garrett County	Maryland	29846	30097	10.8459647140911	12.5	77.5	8.7	23888	45760
Harford County	Maryland	218590	244826	13.8497749422039	5.6	81.6	15.9	33559	77010
Howard County	Maryland	247842	287085	10.1034467143877	4.2	74.7	24.8	45294	103273
Kent County	Maryland	19197	20197	11.3954547705105	12.2	71.8	12.6	29536	50141
Montgomery County	Maryland	873341	971777	21.5359089585368	6	69.3	32.5	47310	93373
Prince George	Maryland	801515	863420	15.4873723101156	7.9	64.3	32.9	31215	71260
Queen Anne	Maryland	40563	47798	6.76714506883133	5.5	84.8	6.2	35964	81096
St. Mary	Maryland	86211	105151	29.8866201938165	7.1	72.9	13.6	34000	80053
Somerset County	Maryland	24747	26470	11.12534945221	18.6	67	13	16919	42443
Talbot County	Maryland	33812	37782	11.8343126356466	6.1	76.2	12.1	37958	63017
Washington County	Maryland	131923	147430	7.89194872142712	10.4	66.3	21	26588	52994
Wicomico County	Maryland	84644	98733	8.09847771261888	14.3	65.2	20	25505	50752
Worcester County	Maryland	46543	51454	10.1359078011428	10.1	78.6	47.2	31520	55487
Baltimore city	Maryland	651154	620961	28.0317169677323	21.3	49.8	33.1	23333	39386
Barnstable County	Massachusetts	222230	215888	11.5017509078782	7.2	80.4	13.1	35246	60317
Berkshire County	Massachusetts	134953	131219	9.44876885207173	11.6	68.9	30.7	28300	48907
Bristol County	Massachusetts	534678	548285	10.0235880974311	11.3	64.1	42.1	27736	54955
Dukes County	Massachusetts	14987	16535	7.13661929241004	8.6	81.1	4.5	33390	62407
Essex County	Massachusetts	723419	743159	12.7795330474367	10.1	65.4	42.7	33828	64153
Franklin County	Massachusetts	71535	71372	7.61950064451045	11.3	70	27.9	27544	52002
Hampden County	Massachusetts	456228	463490	9.15053614964724	17.2	63	39.1	24718	47724
Hampshire County	Massachusetts	152251	158080	7.47078061740891	11.7	68	33.5	28367	59505
Middlesex County	Massachusetts	1465396	1503085	14.2423063233284	7.6	63.9	44.7	40139	77377
Nantucket County	Massachusetts	9520	10172	6.28175383405427	7.2	73.3	8.5	53410	83347
Norfolk County	Massachusetts	650308	670850	6.9914690318253	6.2	70.4	36.9	42371	81027
Plymouth County	Massachusetts	472822	494919	6.93874553209717	7	77.9	22.9	33333	73131
Suffolk County	Massachusetts	689807	722023	22.2318084049954	20.6	36.5	80.7	30720	50597
Worcester County	Massachusetts	750963	798552	7.37905984832547	9.5	67.6	36.9	30557	64152
Alcona County	Michigan	11719	10942	12.2762749040395	14.6	90.2	1.1	19904	34858
Alger County	Michigan	9862	9601	10.0797833559004	12.3	81.7	7.9	19858	38262
Allegan County	Michigan	105665	111408	4.87306118052564	11.9	83.2	8.8	23108	50240
Alpena County	Michigan	31314	29598	10.6858233664437	15.9	80.6	10.6	21140	36695
Antrim County	Michigan	23110	23580	8.1373197625106	15.5	84.5	5.8	23912	43123
Arenac County	Michigan	17269	15899	10.2184414114095	16.5	83.7	5.4	19073	36689
Baraga County	Michigan	8746	8860	9.54909706546275	12	75.5	9.6	19107	40541
Barry County	Michigan	56755	59173	4.72950501073125	8.9	84.5	6.3	24493	51869
Bay County	Michigan	110157	107771	8.05276929786306	13.2	79.8	14.8	23049	44659
Benzie County	Michigan	15998	17525	7.22813124108417	11.1	85.9	5.1	23649	44718
Berrien County	Michigan	162453	156813	8.09794468570846	16.4	72.8	17.6	24025	42625
Branch County	Michigan	45787	45248	6.18104667609618	16.9	80.6	8.3	19049	42133
Calhoun County	Michigan	137985	136146	10.4123734814097	16.7	72.1	19.4	22166	42568
Cass County	Michigan	51104	52293	5.37134989386725	13.9	82.8	5.7	22698	45177
Charlevoix County	Michigan	26090	25949	6.47435353963544	11.3	83.1	10.8	28403	48704
Cheboygan County	Michigan	26448	26152	7.98577546650352	16.3	80.9	6.2	23038	37903
Chippewa County	Michigan	38543	38520	9.73296988577362	17.7	71.5	12.1	20309	40194
Clare County	Michigan	31252	30926	8.80411304404061	21.9	79.9	5.1	18491	34399
Clinton County	Michigan	64753	75382	4.71327372582314	8.5	82.5	12.2	27223	58016
Crawford County	Michigan	14273	14074	10.9763393491545	18	84.3	3.7	21002	39665
Delta County	Michigan	38520	37069	9.67617146402655	12.7	80.1	12	22064	41951
Dickinson County	Michigan	27472	26168	10.2658972791195	10.7	80.4	9.9	23854	42586
Eaton County	Michigan	103655	107759	11.7047021594484	9.1	75.3	19.6	25963	54885
Emmet County	Michigan	31437	32694	6.89144797210497	9	76.4	18.7	28308	49235
Genesee County	Michigan	436141	425790	8.20877192982456	18.1	71.8	16.5	22458	43483
Gladwin County	Michigan	26023	25692	8.72076911100732	19	85.4	3.8	20571	37936
Gogebic County	Michigan	17370	16427	11.9207402447191	17.5	75.6	12	19933	33673
Grand Traverse County	Michigan	77654	86986	7.03212011128227	9.7	77.1	14.8	27091	50647
Gratiot County	Michigan	42285	42476	7.07065166211508	17.3	78.3	11.6	18388	40114
Hillsdale County	Michigan	46527	46688	6.48258653187114	15.6	81.9	9.5	20006	42989
Houghton County	Michigan	36016	36628	9.63254886971716	22.3	70	15.8	18267	34174
Huron County	Michigan	36079	33118	9.08916601244036	13.3	83.2	7.6	22098	40038
Ingham County	Michigan	279320	280895	24.5728012246569	20	61.7	29.3	23883	45808
Ionia County	Michigan	61518	63905	4.94582583522416	15.4	79.1	12.9	19386	46454
Iosco County	Michigan	27339	25887	9.79565032641867	16.2	85.4	6.3	20513	36861
Iron County	Michigan	13138	11817	11.1318439536261	12.7	84.9	6.8	19986	33734
Isabella County	Michigan	63351	70311	4.93003939639601	29.7	59.4	30.4	18510	36880
Jackson County	Michigan	158422	160248	6.86398582197594	14.9	76	16.3	21947	46117
Kalamazoo County	Michigan	238603	250331	6.59136103798571	18.4	65.2	27.9	25138	44794
Kalkaska County	Michigan	16571	17153	5.71934938494724	16.9	83.5	2.6	19770	39350
Kent County	Michigan	574335	602622	5.79678139862136	14.3	71.3	24.4	24791	49532
Keweenaw County	Michigan	2301	2156	12.6734693877551	20.3	86.2	3.9	21307	38872
Lake County	Michigan	11333	11539	9.39804142473351	19.5	84.5	2.2	16084	31205
Lapeer County	Michigan	87904	88319	5.14650301747076	11	84.4	8.4	25110	55005
Leelanau County	Michigan	21119	21708	6.13746084392851	8.4	85.8	9.1	32194	56527
Lenawee County	Michigan	98890	99892	6.65233452128299	13.7	79.8	12.2	22529	48618
Livingston County	Michigan	156951	180967	3.80296960219267	6.2	87.2	8.3	31609	72129
Luce County	Michigan	7024	6631	9.68194842406877	17.4	80	5.6	17195	40041
Mackinac County	Michigan	11943	11113	9.50661387564114	14.7	81.2	7.8	22170	39339
Macomb County	Michigan	788149	840978	10.9332265528944	9.8	79.1	17.8	26524	53996
Manistee County	Michigan	24527	24733	8.09663203008127	13.2	80.4	8.3	21612	40853
Marquette County	Michigan	64634	67077	7.54801198622479	13.2	73.2	20.4	23347	45130
Mason County	Michigan	28274	28705	7.92527434244905	15.2	77.6	11.2	21760	40039
Mecosta County	Michigan	40553	42798	6.26487219028927	20.6	73.4	10.8	18745	35887
Menominee County	Michigan	25326	24029	7.28823504931541	12.2	81.2	9.2	21624	41332
Midland County	Michigan	82874	83629	5.51837281325856	11	76.6	14.8	28363	51103
Missaukee County	Michigan	14478	14849	5.84928277998518	14.4	82.8	3	19560	40376
Monroe County	Michigan	145945	152021	5.59751613263957	9	80.7	13.6	25520	55366
Montcalm County	Michigan	61266	63342	6.75161819961479	19	80.2	7.5	18569	39775
Montmorency County	Michigan	10315	9765	11.8086021505376	17.6	86.7	1.6	19102	34447
Muskegon County	Michigan	170200	172188	7.36004251167329	18	75.7	14.3	19719	40670
Newaygo County	Michigan	47874	48460	5.53613289310772	17.3	83	5.4	20870	43218
Oakland County	Michigan	1194156	1202362	6.69474002006051	8.7	74.6	22.4	36138	66390
Oceana County	Michigan	26873	26570	7.28859616108393	19.2	83.2	4.5	18402	39543
Ogemaw County	Michigan	21645	21699	8.57730771003272	18.5	84.2	3.1	18321	35968
Ontonagon County	Michigan	7818	6780	12.4019174041298	12.7	85.4	6.1	21448	35269
Osceola County	Michigan	23197	23528	8.13851581094866	18.5	81.6	5.1	17861	38341
Oscoda County	Michigan	9418	8640	7.63043981481481	20.4	83.2	2.2	18524	32346
Otsego County	Michigan	23301	24164	6.87456546929316	12.1	81.8	6.6	22568	45531
Ottawa County	Michigan	238314	263801	4.71406476851869	8.7	80.8	17.4	25045	55095
Presque Isle County	Michigan	14411	13376	9.80936004784689	12	88.7	3.9	20870	37383
Roscommon County	Michigan	25469	24449	10.6108634299971	22	84.6	3.6	20194	33542
Saginaw County	Michigan	210039	200169	8.77426074966653	18.5	74.5	16.7	21662	42954
St. Clair County	Michigan	164235	163040	6.84580471050049	12.4	78.9	13.4	23828	49120
St. Joseph County	Michigan	62422	61295	6.08711966718329	15.1	78	11.1	20192	44392
Sanilac County	Michigan	44547	43114	7.67957044115601	14.8	83.2	6.6	19645	40818
Schoolcraft County	Michigan	8903	8485	10.7769004124926	17.6	87.6	4.6	20455	36925
Shiawassee County	Michigan	71687	70648	6.65456913146869	13.9	78.9	12.1	21869	46453
Tuscola County	Michigan	58266	55729	7.11442875343179	15.8	83.2	8.2	19937	42198
Van Buren County	Michigan	76263	76258	7.16591046185318	15.8	80.2	11.3	22002	44435
Washtenaw County	Michigan	322895	344791	9.69314454263597	13.7	63	33.6	31316	59065
Wayne County	Michigan	2061162	1820584	10.632696980749	21.4	67.2	23.4	22125	42241
Wexford County	Michigan	30484	32735	11.4977852451505	17.3	78.9	9.4	19952	39997
Aitkin County	Minnesota	15301	16202	10.9145167263301	13.5	81.1	4.9	22966	40226
Anoka County	Minnesota	298084	330844	3.83744000193445	6.4	82.9	13.5	29347	69028
Becker County	Minnesota	30000	32504	9.55325498400197	11.2	79.2	10.2	24385	46056
Beltrami County	Minnesota	39650	44442	9.52648395661761	19.9	72.6	13.7	21016	43394
Benton County	Minnesota	34226	38451	5.70552131283972	11.8	70.6	25.5	23648	50848
Big Stone County	Minnesota	5820	5269	14.2605807553615	9.4	80.1	10.6	23746	42870
Blue Earth County	Minnesota	55941	64013	7.1010888413291	19	67.1	27.8	23691	47871
Brown County	Minnesota	26911	25893	7.41038118410381	9.8	79.7	14.4	24591	47696
Carlton County	Minnesota	31671	35386	7.65198100943876	10.5	80.5	10.2	23932	52858
Carver County	Minnesota	70205	91042	3.15625755145977	4.7	83.6	13.2	35807	80280
Cass County	Minnesota	27150	28567	11.5617670738965	13.1	83.4	3.8	24348	42445
Chippewa County	Minnesota	13088	12441	11.0376175548589	9.4	74.3	15	23610	43956
Chisago County	Minnesota	41101	53887	5.02152652773396	7.1	86.6	7.4	26576	64726
Clay County	Minnesota	51229	58999	6.4103120391871	12	71.2	23.8	23011	50057
Clearwater County	Minnesota	8423	8695	11.1894192064405	15.5	77.6	7.9	20913	39310
Cook County	Minnesota	5168	5176	11.8456336939722	8.9	73.3	7.6	28873	49162
Cottonwood County	Minnesota	12167	11687	9.3639086164114	10.9	79.6	11.5	23162	40292
Crow Wing County	Minnesota	55099	62500	8.072448	11.5	76.4	10.9	24282	44659
Dakota County	Minnesota	355904	398552	4.78294676729762	5.6	78.3	20.7	34142	72850
Dodge County	Minnesota	17731	20087	5.59969134265943	6.1	87	8.5	26969	64438
Douglas County	Minnesota	32821	36009	7.67991335499458	10.7	76.1	14.3	25633	46789
Faribault County	Minnesota	16181	14553	10.3371813371813	10.9	80.9	11.4	22667	41631
Fillmore County	Minnesota	21122	20866	9.13687338253618	12.3	79.7	10.2	23758	45888
Freeborn County	Minnesota	32584	31255	9.19712046072628	10	80.4	13.5	23645	43090
Goodhue County	Minnesota	44127	46183	6.09574951822099	8.2	78.6	17.2	27472	56366
Grant County	Minnesota	6289	6018	13.4931871053506	12	78.4	11.9	23233	41697
Hennepin County	Minnesota	1116200	1152425	9.54149380653839	12.1	65.2	36.4	35902	61328
Houston County	Minnesota	19718	19027	6.87890891890471	9.2	81.7	11.2	24865	50855
Hubbard County	Minnesota	18376	20428	7.75239866849422	11.7	82.2	5.3	24413	45066
Isanti County	Minnesota	31287	37816	4.70620901205839	8.9	83.2	11.6	25165	57260
Itasca County	Minnesota	43992	45058	8.56296329175729	11.8	81.6	8	23465	45621
Jackson County	Minnesota	11268	10266	9.61728034287941	9.1	78.6	10.8	25144	46869
Kanabec County	Minnesota	14996	16239	6.41505018781945	12.5	83.1	9.5	21304	45672
Kandiyohi County	Minnesota	41203	42239	8.70375719122138	12.1	75.7	16.6	25844	49512
Kittson County	Minnesota	5285	4552	17.8275483304042	6.4	86	8.4	25030	47568
Koochiching County	Minnesota	14355	13311	10.0172038163925	12.4	76.3	12.4	24576	39571
Lac qui Parle County	Minnesota	8067	7259	15.2678054828489	9.3	83.7	8.8	24291	45550
Lake County	Minnesota	11058	10866	8.83278115221793	11.6	79.8	7.5	26087	46765
Lake of the Woods County	Minnesota	4522	4045	11.0501854140915	13.7	87.6	3	27192	46080
Le Sueur County	Minnesota	25426	27703	6.42576616250948	8.2	83.8	11.2	25958	57477
Lincoln County	Minnesota	6429	5896	14.2371099050204	9.2	83.9	9.2	24922	44672
Lyon County	Minnesota	25425	25857	8.73136868159493	12.2	68.2	24.5	23755	46872
McLeod County	Minnesota	34898	36651	5.74508198957736	6.6	79.8	15.9	27590	58544
Mahnomen County	Minnesota	5190	5413	13.6188804729355	23.6	74.7	9.2	17999	38523
Marshall County	Minnesota	10155	9439	14.3834092594555	8.4	83.2	10.5	24552	48565
Martin County	Minnesota	21802	20840	8.85436660268714	9	78	16.7	25321	43960
Meeker County	Minnesota	22644	23300	6.54858369098712	8.6	81.6	10.4	23839	51173
Mille Lacs County	Minnesota	22330	26097	8.47189332107139	12.4	77.4	12.8	21744	45273
Morrison County	Minnesota	31712	33198	9.32390505452136	13.1	80.4	9.1	22934	47085
Mower County	Minnesota	38603	39163	8.80616908816996	14.3	74.7	16.2	23740	44497
Murray County	Minnesota	9165	8725	10.3323782234957	9.3	83.3	7.4	24045	45657
Nicollet County	Minnesota	29771	32727	4.71971155315183	11.6	74.3	19.4	25656	57540
Nobles County	Minnesota	20832	21378	8.37968940031808	18	73.2	16.3	20953	43040
Norman County	Minnesota	7442	6852	13.9064506713368	12	79	9.7	22817	41784
Olmsted County	Minnesota	124277	144248	5.15176640230714	8.4	76.6	21.5	32704	64090
Otter Tail County	Minnesota	57159	57303	8.7908311955744	12.9	78.6	10.6	23445	43478
Pennington County	Minnesota	13584	13930	10.5103374012922	11.9	77.5	17.6	22687	44926
Pine County	Minnesota	26530	29750	7.64934453781513	14	81.7	6.4	21328	43938
Pipestone County	Minnesota	9895	9596	9.5851396415173	9.9	76.8	12.7	22289	40589
Polk County	Minnesota	31369	31600	10.4570886075949	13	73	18.2	23105	47233
Pope County	Minnesota	11236	10995	10.4237380627558	8	78	11.2	25935	47196
Ramsey County	Minnesota	511035	508640	13.1914143598616	15.8	62.2	37.6	28956	51915
Red Lake County	Minnesota	4299	4089	10.6316947909024	9.8	83.4	10.9	23171	47835
Redwood County	Minnesota	16815	16059	9.97639952674513	10.7	78.3	12.2	23548	44181
Renville County	Minnesota	17154	15730	10.5879847425302	10.8	79.3	11.4	23956	47623
Rice County	Minnesota	56665	64142	5.38177793021733	10.4	77.1	18.3	24678	58771
Rock County	Minnesota	9721	9687	8.05946113347786	9.5	79.3	15.4	23079	45411
Roseau County	Minnesota	16338	15629	9.09335210186192	10.6	80.4	10.2	22975	49400
St. Louis County	Minnesota	200528	200226	9.86556690939239	15.1	72.6	19.5	25014	44941
Scott County	Minnesota	89498	129928	2.53762853272582	4.7	86.6	9.3	33612	82190
Sherburne County	Minnesota	64417	88499	2.56010802381948	7.3	85.3	10.9	27376	71704
Sibley County	Minnesota	15356	15226	7.11086299750427	9.6	81.9	10.5	24073	51449
Stearns County	Minnesota	133166	150642	6.64647309515275	12.9	72.9	22.6	24816	51779
Steele County	Minnesota	33680	36576	5.59292979002625	7.5	78.9	15.4	25062	55321
Stevens County	Minnesota	10053	9726	10.7711289327576	14.3	68.2	19.2	24585	47055
Swift County	Minnesota	11956	9783	12.5784524174589	9.1	73.6	15.9	21571	41486
Todd County	Minnesota	24426	24895	8.47897168106045	14.9	82.8	6.3	21014	42927
Traverse County	Minnesota	4134	3558	20.0387858347386	9.3	80.3	10	24188	41287
Wabasha County	Minnesota	21610	21676	9.18121424617088	7.3	81.9	10.4	26282	51112
Wadena County	Minnesota	13713	13843	10.6159791952611	16.8	76.4	11.1	19344	34686
Waseca County	Minnesota	19526	19136	8.77612876254181	7.6	80.3	14.5	23121	50552
Washington County	Minnesota	201130	238136	2.71608660597306	5.2	84.4	13.1	36248	79109
Watonwan County	Minnesota	11876	11211	8.33253055035233	11.8	79.4	15.8	22334	44228
Wilkin County	Minnesota	7138	6576	13.0360401459854	7.9	83	13.4	24447	48692
Winona County	Minnesota	49985	51461	6.13528691630555	15.4	71.5	22.6	21864	44217
Wright County	Minnesota	89986	124700	3.70967923015237	5.5	85.1	8.3	28454	67963
Yellow Medicine County	Minnesota	11080	10438	13.0289327457367	12.7	79.5	9	23171	50288
Adams County	Mississippi	34340	32297	16.1419326872465	30.4	67.1	13.6	17473	27096
Alcorn County	Mississippi	34558	37057	8.6872115929514	19.1	73.3	11.7	17954	32342
Amite County	Mississippi	13599	13131	8.42730942045541	27.6	81.4	2	16861	27615
Attala County	Mississippi	19661	19564	9.50030668574933	24.9	75.4	6.1	17659	28508
Benton County	Mississippi	8026	8729	8.15488601214343	26	79	1.5	14998	29202
Bolivar County	Mississippi	40633	34145	11.730882998975	35.7	56.2	21.1	16051	26005
Calhoun County	Mississippi	15069	14962	9.17551129528138	23.1	68.8	4.7	15183	28484
Carroll County	Mississippi	10769	10597	7.09993394356894	23.6	81.4	3.2	16025	29290
Chickasaw County	Mississippi	19440	17392	10.1329346826127	24.9	71.7	9.4	15985	30092
Choctaw County	Mississippi	9758	8547	8.11313911313911	21.3	76.9	6.7	16545	30994
Claiborne County	Mississippi	11831	9604	8.97459391920033	35	79	3.2	12571	24150
Clarke County	Mississippi	17955	16732	8.72137222089409	23.1	78	3	16467	29103
